lizard,frequency,date,time,time.block,time.class,lat,long,ground,mesohabitat,microhabitat.simple,microhabitat1,microhabitat2,microhabitat3,behavior,observer
p,717,3-Jul,7:07,early morn,AM,35.11841,-119.61555,below,open,burrow,burrow,washbank,,standing,taylor
p,717,2-Jul,19:13,evening,PM,35.11842,-119.61555,below,shrub,burrow,burrow,undershrub,,standing,taylor
p,717,2-Jul,19:13,evening,PM,35.11842,-119.61555,below,shrub,shrub,undershrub,,,standing,taylor
p,717,5-Jul,11:04,morn,AM,35.11782,-119.61553,below,shrub,burrow,burrow,undershrub,,standing,taylor
p,717,5-Jul,19:20,evening,PM,35.11843,-119.61553,below,shrub,wash,washbank,,,standing,taylor
p,717,15-Jun,10:55,morn,AM,35.1184,-119.61552,below,shrub,burrow,burrow,,,standing,taylor
p,717,15-Jun,18:35,evening,PM,35.11848,-119.61552,below,open,burrow,burrow,washbank,,standing,taylor
o,680,3-Jul,16:17,afternoon,PM,35.11445,-119.61546,below,shrub,burrow,burrow,,,standing,taylor
o,680,29-Jun,9:20,morn,AM,35.11516,-119.6154,above,shrub,shrub,undershrub,,,standing,taylor
o,680,18-Jul,13:35,afternoon,PM,35.11451,-119.61539,above,shrub,shrub,undershrub,roadbank,,cooling,taylor
p,717,15-Jun,17:25,afternoon,PM,35.1186,-119.61537,below,shrub,burrow,burrow,undershrub,,standing,taylor
o,680,23-Jun,15:24,afternoon,PM,35.11559,-119.61536,above,shrub,shrub,shrubedge,,,standing,taylor
p,717,18-Jun,12:16,morn,AM,35.11631,-119.61536,above,shrub,burrow,burrow,undershrub,wash,standing,taylor
p,717,4-Jul,11:14,morn,AM,35.11805,-119.61536,below,shrub,burrow,burrow,,,standing,taylor
p,717,18-Jun,16:38,afternoon,PM,35.11652,-119.6152,below,shrub,burrow,burrow,undershrub,washbank,standing,taylor
o,680,5-Jul,10:50,morn,AM,35.11441,-119.61519,below,open,burrow,burrow,,,standing,taylor
g,381,21-Jun,13:52,afternoon,PM,35.11644,-119.6151,below,shrub,burrow,burrow,undershrub,,standing,taylor
p,717,25-Jun,14:45,afternoon,PM,35.11654,-119.61507,below,shrub,burrow,burrow,,,standing,taylor
p,717,18-Jun,19:40,evening,PM,35.11649,-119.61494,below,shrub,burrow,burrow,undershrub,wash,standing,taylor
g,381,21-Jun,12:17,morn,AM,35.11658,-119.61489,above,shrub,shrub,undershrub,wash,,cooling,taylor
p,717,26-Jun,6:28,early morn,AM,35.11665,-119.61485,below,open,burrow,burrow,wash,,standing,taylor
p,717,29-Jun,19:44,evening,PM,35.11668,-119.61485,below,open,burrow,burrow,wash,,standing,taylor
o,680,23-Jun,8:50,morn,AM,35.11374,-119.61468,below ,shrub,burrow,burrow,undershrub,,standing,taylor
p,717,22-Jun,9:07,morn,AM,35.11718,-119.61465,below,open,burrow,burrow,,,standing,taylor
p,717,23-Jun,8:51,morn,AM,35.11717,-119.61464,below,open,burrow,burrow,,,standing,taylor
l,520,29-Jun,16:44,afternoon,PM,35.11377,-119.61462,above,shrub,shrub,undershrub,,,cooling,taylor
p,717,23-Jun,18:37,evening,PM,35.11721,-119.61462,below,open,burrow,burrow,,,standing,taylor
p,717,24-Jun,14:45,afternoon,PM,35.11721,-119.61462,below,open,burrow,burrow,,,standing,taylor
p,717,24-Jun,5:42,early morn,AM,35.11721,-119.61462,below,open,burrow,burrow,,,standing,taylor
p,717,24-Jun,9:44,morn,AM,35.11721,-119.61462,below,open,burrow,burrow,,,standing,taylor
p,717,25-Jun,5:40,early morn,AM,35.11721,-119.61462,below,open,burrow,burrow,,,standing,taylor
p,717,22-Jun,16:02,afternoon,PM,35.11714,-119.6146,below,open,burrow,burrow,,,standing,taylor
p,717,22-Jun,19:10,evening,PM,35.11714,-119.6146,below,open,burrow,burrow,,,standing,taylor
p,717,23-Jun,15:30,afternoon,PM,35.11717,-119.6146,below,open,burrow,burrow,,,standing,taylor
o,680,4-Jul,11:22,morn,AM,35.11428,-119.61449,above,shrub,shrub,undershrub,,,cooling,taylor
p,717,4-Jul,18:08,afternoon,PM,35.11674,-119.61444,below,shrub,burrow,burrow,wash,,standing,taylor
p,717,30-Jun,16:36,afternoon,PM,35.11674,-119.61443,below,shrub,burrow,burrow,shrubedge,,standing,taylor
p,717,30-Jun,9:08,morn,AM,35.11689,-119.61436,below ,shrub,shrub,undershrub,wash,,standing,taylor
p,717,30-Jun,18:55,evening,PM,35.11693,-119.61436,below ,shrub,shrub,undershrub,wash,,standing,taylor
o,680,22-Jun,16:00,afternoon,PM,35.11389,-119.61434,below,open,burrow,burrow,roadbank,,standing,taylor
o,680,22-Jun,19:05,evening,PM,35.11389,-119.61434,below,open,burrow,burrow,roadbank,,standing,taylor
p,717,1-Jul,6:58,early morn,AM,35.11692,-119.61432,below,shrub,burrow,burrow,wash,,standing,taylor
p,717,4-Jul,20:31,evening,PM,35.1169,-119.61431,below,open,burrow,burrow,washbank,,standing,taylor
l,520,2-Jul,16:33,afternoon,PM,35.11382,-119.61413,above,shrub,shrub,undershrub,,,cooling,taylor
l,520,2-Jul,16:33,afternoon,PM,35.11382,-119.61413,above,shrub,shrub,undershrub,,,cooling,taylor
l,520,28-Jun,16:56,afternoon,PM,35.11386,-119.61405,below,open,burrow,burrow,,,standing,taylor
l,520,24-Jun,7:18,early morn,AM,35.11279,-119.61404,below,open,burrow,burrow,,,standing,taylor
l,520,23-Jun,18:21,evening,PM,35.11279,-119.614,below,open,burrow,burrow,,,standing,taylor
l,520,24-Jun,9:07,morn,AM,35.11275,-119.61396,above,open,bare,barepatch,,,sunning,taylor
l,520,23-Jun,10:16,morn,AM,35.11366,-119.61388,above,open,bare,barepatch,,,sunning,taylor
l,520,5-Jul,10:55,morn,AM,35.11398,-119.61388,below,open,burrow,burrow,,,standing,taylor
l,520,3-Jul,7:21,early morn,AM,35.11402,-119.61388,below,open,burrow,burrow,,,standing,taylor
l,520,3-Jul,16:02,afternoon,PM,35.11401,-119.61387,below,open,burrow,burrow,annuals,,standing,taylor
l,520,4-Jul,19:00,afternoon,PM,35.11403,-119.61387,below,open,burrow,burrow,,,standing,taylor
l,520,3-Jul,11:29,morn,AM,35.11376,-119.61386,above,shrub,shrub,undershrub,,,cooling,taylor
l,520,25-Jun,15:55,afternoon,PM,35.11401,-119.61386,below,open,burrow,burrow,,,standing,taylor
l,520,27-Jun,16:45,afternoon,PM,35.11402,-119.61386,below,open,burrow,burrow,,,standing,taylor
l,520,4-Jul,11:27,morn,AM,35.11402,-119.61386,below,open,burrow,burrow,,,standing,taylor
l,520,2-Jul,18:58,evening,PM,35.11401,-119.61385,below,open,burrow,burrow,,,standing,taylor
l,520,4-Jul,16:26,afternoon,PM,35.11402,-119.61385,below,open,burrow,burrow,,,standing,taylor
l,520,26-Jun,7:50,early morn,AM,35.11403,-119.61385,below,open,burrow,burrow,,,standing,taylor
l,520,1-Jul,18:50,evening,PM,35.1138,-119.61384,below,open,burrow,burrow,roadbank,,standing,taylor
l,520,1-Jul,18:50,evening,PM,35.1138,-119.61384,below,open,burrow,burrow,roadbank,,standing,taylor
l,520,5-Jul,17:38,afternoon,PM,35.11402,-119.61384,below,open,burrow,burrow,,,standing,taylor
l,520,1-Jul,7:07,early morn,AM,35.11403,-119.61384,below,open,burrow,burrow,,,standing,taylor
l,520,30-Jun,18:41,evening,PM,35.11404,-119.61384,below,open,burrow,burrow,,,standing,taylor
l,520,28-Jun,18:47,evening,PM,35.11401,-119.61383,below,open,burrow,burrow,,,standing,taylor
l,520,5-Jul,19:01,evening,PM,35.11401,-119.61383,below,open,burrow,burrow,,,standing,taylor
l,520,30-Jun,16:46,afternoon,PM,35.11404,-119.61383,below,open,burrow,burrow,,,standing,taylor
l,520,25-Jun,8:50,morn,AM,35.11368,-119.61362,above,open,road,roadbank,,,sunning,taylor
l,520,22-Jun,10:40,morn,AM,35.1138,-119.61361,above,shrub,shrub,undershrub,,,cooling,taylor
l,520,25-Jun,7:20,early morn,AM,35.11375,-119.61357,below,open,burrow,burrow,roadbank,,standing,taylor
l,520,21-Jun,7:51,early morn,AM,35.11373,-119.61356,above,open,burrow,burrow,roadbank,,sunning,taylor
l,520,18-Jun,17:27,afternoon,PM,35.11384,-119.61356,below,open,burrow,burrow,,,standing,taylor
l,520,18-Jun,18:29,evening,PM,35.11384,-119.61355,below,open,burrow,burrow,,,standing,taylor
l,520,21-Jun,9:36,morn,AM,35.11347,-119.61353,above,open,burrow,burrowopening,,,sunning,taylor
l,520,22-Jun,18:57,evening,PM,35.11374,-119.61353,below,open,burrow,burrow,roadbank,,standing,taylor
l,520,26-Jun,11:20,morn,AM,35.11374,-119.61346,above,shrub,shrub,undershrub,,,cooling,taylor
l,520,24-Jun,16:13,afternoon,PM,35.11369,-119.6134,below,open,burrow,burrow,roadbank,,standing,taylor
l,520,2-Jul,10:55,morn,AM,35.11375,-119.61337,above,shrub,shrub,undershrub,,,cooling,taylor
l,520,2-Jul,10:55,morn,AM,35.11375,-119.61337,above,shrub,shrub,undershrub,,,cooling,taylor
l,520,22-Jun,17:30,afternoon,PM,35.11362,-119.6133,above,open,annuals,thickannuals,,,sunning,taylor
g,381,21-Jun,7:11,early morn,AM,35.11718,-119.61327,below,open,burrow,burrow,wash,,standing,taylor
g,381,18-Jun,19:36,evening,PM,35.11719,-119.61327,below,open,burrow,burrow,wash,,standing,taylor
l,520,21-Jun,16:20,afternoon,PM,35.1133,-119.61249,below,open,burrow,burrow,roadbank,,standing,taylor
h,420,30-Jun,16:58,afternoon,PM,35.10939,-119.61037,above,shrub,shrub,shrubedge,washbank,,standing,taylor
h,420,1-Jul,8:26,morn,AM,35.10944,-119.61032,below,open,burrow,burrow,washbank,,standing,taylor
h,420,22-Jun,18:44,evening,PM,35.10941,-119.61019,below,open,burrow,burrow,washbank,,standing,taylor
h,420,1-Jul,7:10,early morn,AM,35.10944,-119.61019,below,shrub,burrow,burrow,,,standing,taylor
h,420,26-Jun,8:00,early morn,AM,35.10945,-119.61018,below,open,burrow,burrow,washbank,,standing,taylor
h,420,5-Jul,11:58,morn,AM,35.10946,-119.61018,above,shrub,burrow,burrow,undershrub,washbank,cooling,taylor
h,420,27-Jun,16:55,afternoon,PM,35.10944,-119.61015,above,shrub,shrub,undershrub,,,cooling,taylor
h,420,5-Jul,18:50,evening,PM,35.1095,-119.61013,above,shrub ,wash,washbank,,,cooling,taylor
h,420,21-Jun,8:08,early morn,AM,35.10946,-119.6101,below,open,burrow,burrow,washbank,,standing,taylor
h,420,5-Jul,17:40,evening,PM,35.10949,-119.6101,above,shrub ,wash,washbank,,,cooling,taylor
h,420,30-Jun,18:27,evening,PM,35.10948,-119.61009,above,shrub,shrub,shrubedge,washbank,,standing,taylor
h,420,26-Jun,16:26,afternoon,PM,35.10952,-119.61005,above,shrub,shrub,undershrub,,,cooling,taylor
h,420,2-Jul,17:00,afternoon,PM,35.10958,-119.60986,above,shrub,burrow,burrow,undershrub,washbank,cooling,taylor
h,420,21-Jun,9:14,morn,AM,35.10939,-119.60984,above ,shrub,shrub,shrubedge,,,sunning,taylor
h,420,23-Jun,10:26,morn,AM,35.10891,-119.60971,above,open,bare,barepatch,annuals,,sunning,taylor
h,420,27-Jun,7:29,early morn,AM,35.10961,-119.60963,below,open,burrow,burrow,wash,,standing,taylor
h,420,3-Jul,7:30,early morn,AM,35.10958,-119.6096,below,open ,burrow,burrow,wash,,standing,taylor
h,420,1-Jul,18:37,evening,PM,35.1096,-119.60959,above,open,wash,wash,,,sunning,taylor
h,420,1-Jul,18:37,evening,PM,35.1096,-119.60959,above,open,wash,wash,,,sunning,taylor
h,420,24-Jun,7:07,early morn,AM,35.10958,-119.60958,below,open,burrow,burrow,wash,,standing,taylor
h,420,23-Jun,18:10,evening,PM,35.10963,-119.60958,below,open,burrow,burrow,,,standing,taylor
h,420,25-Jun,7:31,early morn,AM,35.1096,-119.60956,below,open,burrow,burrow,wash,,standing,taylor
h,420,28-Jun,11:23,morn,AM,35.10988,-119.60956,below,open,burrow,burrow,,,standing,taylor
h,420,2-Jul,18:51,evening,PM,35.10961,-119.60955,below,open,burrow,burrow,washbank,,standing,taylor
h,420,28-Jun,17:00,afternoon,PM,35.1096,-119.60948,above,shrub,shrub,undershrub,,,standing,taylor
h,420,28-Jun,19:01,evening,PM,35.1096,-119.60947,below,open,burrow,burrow,washbank,,standing,taylor
h,420,18-Jun,18:12,evening,PM,35.10961,-119.60947,above,shrub,burrow,burrow,washbank,,standing,taylor
h,420,29-Jun,16:56,afternoon,PM,35.10961,-119.60945,below,shrub,burrow,burrow,washbank,,standing,taylor
h,420,29-Jun,18:27,evening,PM,35.10961,-119.60945,below,shrub,burrow,burrow,washbank,,standing,taylor
h,420,26-Jun,11:07,morn,AM,35.10967,-119.60915,below,open ,burrow,burrow,washbank,,standing,taylor
h,420,25-Jun,16:05,afternoon,PM,35.10969,-119.60901,above,shrub,shrub,undershrub,,,cooling,taylor
h,420,4-Jul,11:40,morn,AM,35.10972,-119.60887,above,shrub,shrub,undershrub,,,cooling,taylor
h,420,29-Jun,11:06,morn,AM,35.10978,-119.60871,below,open,burrow,burrow,annuals,,standing,taylor
h,420,22-Jun,10:49,morn,AM,35.10975,-119.60863,above,shrub,shrub,undershrub,washbank,,cooling,taylor
h,420,21-Jun,16:08,afternoon,PM,35.10972,-119.60861,below,open,burrow,burrow,washbank,,standing,taylor
q,740,26-Jun,11:03,morn,AM,35.10968,-119.6085,above,shrub,shrub,inshrub,,,sunning,taylor
q,740,22-Jun,10:54,morn,AM,35.10987,-119.60826,above,open,wash,washbank,,,sunning,taylor
q,740,26-Jun,16:16,afternoon,PM,35.10993,-119.60795,above,shrub,wash,washbank,,,cooling,taylor
q,740,27-Jun,7:26,early morn,AM,35.10996,-119.60792,below,open,burrow,burrow,wash,,standing,taylor
q,740,29-Jun,11:04,morn,AM,35.10997,-119.60792,below,open,burrow,burrow,wash,,standing,taylor
q,740,26-Jun,7:56,early morn,AM,35.10996,-119.60791,below,open,burrow,burrow,wash,,standing,taylor
q,740,29-Jun,16:55,afternoon,PM,35.10996,-119.6079,below,open,wash,wash,,,standing,taylor
q,740,29-Jun,18:23,evening,PM,35.10996,-119.6079,below,open,wash,wash,,,standing,taylor
q,740,28-Jun,19:00,evening,PM,35.10998,-119.60789,below,open,burrow,burrow,wash,,standing,taylor
q,740,28-Jun,17:08,afternoon,PM,35.11,-119.60787,below,open,burrow,burrow,wash,,standing,taylor
q,740,24-Jun,7:02,early morn,AM,35.11004,-119.60785,below,open,burrow,burrow,wash,,standing,taylor
q,740,18-Jun,18:19,evening,PM,35.11006,-119.6078,below,open,wash,washbank,,,standing,taylor
q,740,21-Jun,8:01,early morn,AM,35.1104,-119.6078,below,open,burrow,burrow,wash,,standing,taylor
q,740,25-Jun,7:26,early morn,AM,35.11005,-119.60779,below,open,burrow,burrow,wash,,standing,taylor
q,740,24-Jun,9:18,morn,AM,35.11008,-119.6077,above,open,wash,wash,,,sunning,taylor
q,740,21-Jun,16:00,afternoon,PM,35.11008,-119.60762,above,open,annuals,annuals,wash,,cooling,taylor
q,740,21-Jun,9:08,morn,AM,35.11011,-119.6076,above,open,wash,wash,,,sunning,taylor
y,900,18-Jun,17:32,afternoon,PM,35.11024,-119.60743,above,open,wash,wash,,,sunning,taylor
y,900,18-Jun,9:50,morn,AM,35.11025,-119.60738,above,open,road,road,,,sunning,taylor
y,900,15-Jun,17:49,afternoon,PM,35.11029,-119.60737,above,open,burrow,burrow,,,sunning,taylor
y,900,15-Jun,20:01,evening,PM,35.11029,-119.60736,below,open,burrow,burrow,washbank,,standing,taylor
y,900,18-Jun,18:22,evening,PM,35.11029,-119.60734,above,open,burrow,burrow,wash,,sunning,taylor
q,740,27-Jun,16:55,afternoon,PM,35.11033,-119.60716,above,open,wash,wash,,,cooling,taylor
q,740,28-Jun,11:15,morn,AM,35.11054,-119.60693,above,open,wash,wash,,,sunning,taylor
w,860,23-Jun,16:14,afternoon,PM,35.11386,-119.63264,above,open,wash,washbank,,,sunning,eva
k,500,18-Jun,8:58,morn,AM,35.11789,-119.62711,above,open,burrow,burrow,,,observing,eva
k,500,23-Jun,15:11,afternoon,PM,35.11811,-119.62621,above,open,burrow,burrow,,,observing,eva
m,540,25-Jun,15:20,afternoon,PM,35.1144,-119.62563,above,shrub,burrow,burrow,,,cooling,eva
m,540,2-Jul,10:29,morn,AM,35.11406,-119.62521,above,shrub,shrub,undershrub,,,cooling,eva
m,540,2-Jul,16:32,afternoon,PM,35.11373,-119.62512,above,open,annuals,annuals,,,sunning,eva
m,540,29-Jun,10:14,morn,AM,35.11424,-119.62505,above,shrub,shrub,undershrub,,,cooling,eva
m,540,25-Jun,10:30,morn,AM,35.1149,-119.62489,above,open,bare,barepatch,,,sunning,eva
m,540,29-Jun,16:12,afternoon,PM,35.11456,-119.62488,above,shrub,shrub,undershrub,,,cooling,eva
m,540,4-Jul,9:55,morn,AM,35.1146,-119.62471,above,shrub,shrub,undershrub,,,cooling,eva
m,540,23-Jun,9:26,morn,AM,35.11473,-119.6247,above,open,burrow,burrow,wash,,sunning,eva
m,540,1-Jul,9:20,morn,AM,35.11456,-119.62466,above,open,bare,trail,,,sunning,eva
m,540,5-Jul,11:30,morn,AM,35.11449,-119.62463,above,shrub,shrub,undershrub,,,cooling,eva
m,540,5-Jul,17:14,afternoon,PM,35.11406,-119.62461,above,open,annuals,thickannuals,,,cooling,eva
m,540,18-Jul,11:02,morn,AM,35.11475,-119.6246,above,open,bare,rock,,,sunning,eva
m,540,28-Jun,9:29,morn,AM,35.11473,-119.62454,above,open,wash,washbank,,,sunning,eva
m,540,28-Jun,16:25,afternoon,PM,35.11435,-119.62453,above,shrub,shrub,shrubedge,,,cooling,eva
m,540,3-Jul,17:04,afternoon,PM,35.11473,-119.6245,above,open,wash,wash,,,sunning,eva
m,540,30-Jun,19:33,evening,PM,35.11472,-119.62439,above,open,wash,wash,,,sunning,eva
u,820,22-Jun,19:43,evening,PM,35.11472,-119.62431,above,open,wash,wash,,,sunning,eva
a,0,3-Jul,9:45,morn,AM,35.11758,-119.6243,above,open,annuals,annuals,,,sunning,eva
m,540,30-Jun,16:12,afternoon,PM,35.1147,-119.62428,above,open,wash,washbank,,,cooling,eva
m,540,30-Jun,9:44,morn,AM,35.11445,-119.6242,above,shrub,shrub,shrubedge,,,cooling,eva
a,0,25-Jun,10:55,morn,AM,35.11668,-119.62402,above,open,bare,barepatch,,,sunning,eva
ac,979,17-Jul,12:25,afternoon,PM,35.11338,-119.62392,above,shrub,shrub,undershrub,,,cooling,eva
u,820,21-Jun,11:05,morn,AM,35.11451,-119.62379,above,shrub ,burrow,burrow,undershrub,washbank,cooling,eva
a,0,18-Jul,15:31,afternoon,PM,35.11863,-119.62379,above,shrub,shrub,shrubedge,,,cooling,eva
u,820,22-Jun,16:37,afternoon,PM,35.11447,-119.62376,above,open,wash,washbank,,,sunning,eva
a,0,1-Jul,9:29,morn,AM,35.11751,-119.62374,above,open,bare,barepatch,trail,,sunning,eva
i,439,29-Jun,16:04,afternoon,PM,35.11446,-119.62372,above,shrub,wash,washbank,,,cooling,eva
m,540,22-Jun,9:57,morn,AM,35.11437,-119.62366,above,shrub,shrub,inshrub,washbank,,sunning,eva
a,0,1-Jul,19:02,evening,PM,35.11728,-119.62361,above,shrub,shrub,undershrub,,,observing,eva
c,220,1-Jul,19:02,evening,PM,35.11728,-119.62361,above,shrub,shrub,undershrub,,,observing,eva
a,0,29-Jun,10:23,morn,AM,35.11688,-119.62357,above,shrub,shrub,undershrub,,,cooling,eva
a,0,29-Jun,19:34,evening,PM,35.11647,-119.62356,above,shrub,wash,washbank,,,observing,eva
i,439,28-Jun,9:34,morn,AM,35.1142,-119.62355,above,open,bare,trail,,,sunning,eva
a,0,24-Jun,8:44,morn,AM,35.11637,-119.62355,below,shrub,shrub,shrubedge,,,sunning,eva
u,820,28-Jun,16:16,afternoon,PM,35.11436,-119.62354,above,open,wash,washbank,annuals,,observing,eva
i,439,4-Jul,17:17,afternoon,PM,35.11437,-119.62353,above,open,annuals,annuals,,,sunning,eva
i,439,23-Jun,9:32,morn,AM,35.11439,-119.62352,above,open,bare,barepatch,,,sunning,eva
i,439,18-Jul,11:17,morn,AM,35.11414,-119.6235,above,open,burrow,burrowmound,,,sunning,eva
i,439,3-Jul,10:37,morn,AM,35.11416,-119.6235,above,open,annuals,annuals,,,sunning,eva
u,820,24-Jun,15:32,afternoon,PM,35.11435,-119.62349,above,shrub,burrow,burrow,undershrub,wash,cooling,eva
i,439,29-Jun,10:08,morn,AM,35.11429,-119.62347,above,shrub,shrub,undershrub,,,cooling,eva
i,439,30-Jun,9:39,morn,AM,35.1138,-119.62346,above,open,burrow,burrow,barepatch,,sunning,eva
i,439,1-Jul,9:16,morn,AM,35.11415,-119.62346,above,open,burrow,burrow,,,sunning,eva
i,439,2-Jul,10:24,morn,AM,35.11434,-119.62346,above,shrub,wash,washbank,,,sunning,eva
a,0,22-Jun,19:54,evening,PM,35.11705,-119.62344,above,open,bare,barepatch,,,observing,eva
a,0,30-Jun,9:51,morn,AM,35.11585,-119.62338,above,shrub,shrub,undershrub,,,cooling,eva
i,439,1-Jul,17:18,evening,PM,35.1143,-119.62336,above,shrub,shrub,undershrub,,,observing,eva
i,439,1-Jul,17:18,evening,PM,35.1143,-119.62336,above,shrub,shrub,undershrub,,,observing,eva
a,0,30-Jun,19:39,evening,PM,35.11654,-119.62331,above,open,wash,washbank,,,observing,eva
a,0,5-Jul,11:36,morn,AM,35.11651,-119.62325,above,open,annuals,sparseannuals,,,sunning,eva
ac,979,5-Jul,11:11,morn,AM,35.11391,-119.62319,above,shrub,shrub,undershrub,,,cooling,eva
u,820,18-Jun,15:47,afternoon,PM,35.11423,-119.62319,above,open,wash,wash,,,observing,eva
u,820,23-Jun,16:00,afternoon,PM,35.11417,-119.62316,above,open,wash,washbank,,,sunning,eva
ac,979,2-Jul,10:09,morn,AM,35.11301,-119.62312,above,open,annuals,sparseannuals,trail,,sunning,eva
r,760,26-Jun,9:41,morn,AM,35.11124,-119.62305,above,open,burrow,burrow,barepatch,,sunning,eva
ac,979,29-Jun,9:47,morn,AM,35.11337,-119.62305,above,open,burrow,burrowopening,,,sunning,eva
u,820,25-Jun,10:20,morn,AM,35.11388,-119.62302,above,open,burrow,burrowmound,,,sunning,eva
u,820,28-Jun,19:47,evening,PM,35.11409,-119.62299,above,shrub,shrub,shrubedge,,,sunning,eva
u,820,28-Jun,9:38,morn,AM,35.11405,-119.62298,above,open,burrow,burrow,washbank,,observing,eva
u,820,24-Jun,10:23,morn,AM,35.11408,-119.62297,above,open,burrow,burrow,wash,,hunting,eva
a,0,23-Jun,9:40,morn,AM,35.11664,-119.62295,above,open,wash,wash,annuals,,observing,eva
ac,979,28-Jun,9:47,morn,AM,35.11314,-119.62294,above,open ,bare,trail,,,sunning,eva
u,820,2-Jul,10:20,morn,AM,35.11404,-119.62294,above,open,wash,washbank,,,sunning,eva
r,760,28-Jun,9:53,morn,AM,35.11148,-119.62289,above,open,bare,barepatch,,,sunning,eva
w,860,28-Jun,16:11,afternoon,PM,35.114,-119.62289,above,shrub,burrow,burrow,undershrub,washbank,cooling,eva
u,820,3-Jul,10:42,morn,AM,35.11374,-119.62287,above,open,annuals,annuals,,,sunning,eva
a,0,25-Jun,15:34,afternoon,PM,35.11665,-119.62287,above,shrub,annuals,annuals,wash,,cooling,eva
a,0,5-Jul,17:24,afternoon,PM,35.11616,-119.62286,above,shrub,shrub,undershrub,,,cooling,eva
r,760,2-Jul,19:23,evening,PM,35.11131,-119.62284,above,open,annuals,annuals,,,sunning,eva
ac,979,24-Jun,15:09,afternoon,PM,35.11264,-119.62283,above,open,annuals,annuals,trail,,sunning,eva
r,760,1-Jul,8:57,morn,AM,35.11153,-119.62282,above,open,burrow,burrow,barepatch,,hunting,eva
ac,979,1-Jul,9:02,morn,AM,35.11329,-119.6228,above,shrub,bare,trail,shrubedge,,hunting,eva
u,820,30-Jun,9:34,morn,AM,35.11395,-119.6228,above,open,wash,wash,,,hunting,eva
ac,979,21-Jun,10:49,morn,AM,35.11276,-119.62277,above,open,bare,barepatch,annuals,,sunning,eva
ac,979,4-Jul,17:00,afternoon,PM,35.11268,-119.62275,above,open,annuals,annuals,,,sunning,eva
r,760,2-Jul,10:03,morn,AM,35.11158,-119.62273,above,open,burrow,burrow,trail,,sunning,eva
r,760,30-Jun,9:23,morn,AM,35.11156,-119.62272,above,open,burrow,burrowmound,,,sunning,eva
a,0,27-Jun,9:49,morn,AM,35.11709,-119.62271,above,open,bare,barepatch,,,sunning,eva
r,760,27-Jun,9:13,morn,AM,35.11137,-119.62269,above,open,annuals,annuals,,,sunning,eva
r,760,5-Jul,11:03,morn,AM,35.11155,-119.62267,above,open,annuals,sparseannuals,,,sunning,eva
r,760,2-Jul,15:55,afternoon,PM,35.11163,-119.62267,above,shrub,shrub,inshrub,,,cooling,eva
w,860,25-Jun,10:36,morn,AM,35.11454,-119.62266,above,open,bare,barepatch,,,sunning,eva
w,860,2-Jul,10:17,morn,AM,35.11413,-119.62263,above,open,burrow,burrowopening,,,sunning,eva
w,860,25-Jun,15:27,afternoon,PM,35.11388,-119.62262,above,open,wash,washbank,annuals,,cooling,eva
ac,979,26-Jun,9:47,morn,AM,35.11327,-119.62261,above,shrub,bare,trail,,,sunning,eva
r,760,18-Jun,16:01,afternoon,PM,35.11124,-119.6226,above,open,burrow,burrow,barepatch,,sunning,eva
ac,979,22-Jun,9:42,morn,AM,35.11279,-119.6226,above,open,annuals,annuals,,,sunning,eva
a,0,23-Jun,16:14,afternoon,PM,35.11675,-119.62256,above,open,annuals,annuals,,,sunning,eva
u,820,2-Jul,19:35,evening,PM,35.11385,-119.62254,above,open,burrow,burrow,washbank,,observing,eva
u,820,30-Jun,19:21,evening,PM,35.11385,-119.62254,above,open,wash,washbank,,,observing,eva
r,760,17-Jul,12:55,afternoon,PM,35.11165,-119.62252,above,open,bare,rock,,,sunning,eva
r,760,24-Jun,15:05,afternoon,PM,35.11165,-119.62252,above,shrub,shrub,inshrub,,,observing,eva
u,820,1-Jul,9:13,morn,AM,35.11378,-119.62251,above,open,wash,washbank,,,sunning,eva
w,860,24-Jun,10:28,morn,AM,35.11379,-119.6225,above,shrub,burrow,burrow,undershrub,wash,cooling,eva
r,760,25-Jun,10:10,morn,AM,35.11149,-119.62249,above,open,annuals,annuals,tuft,,observing,eva
z,919,1-Jul,9:35,morn,AM,35.1162,-119.62249,above,shrub,shrub,inshrub,,,observing,eva
r,760,25-Jun,14:57,afternoon,PM,35.11159,-119.62247,above,shrub,shrub,inshrub,,,sunning,eva
r,760,27-Jun,16:04,afternoon,PM,35.11136,-119.62245,above,shrub,shrub,inshrub,,,observing,eva
z,919,1-Jul,17:34,evening,PM,35.11625,-119.62244,above,shrub,shrub,undershrub,,,observing,eva
ac,979,25-Jun,10:16,morn,AM,35.11348,-119.62243,above,open,bare,barepatch,,,sunning,eva
ac,979,18-Jun,15:37,afternoon,PM,35.11342,-119.62241,above,open,burrow,burrow,barepatch,,sunning,eva
ac,979,3-Jul,10:46,morn,AM,35.11375,-119.62241,above,open,wash,wash,,,sunning,eva
u,820,23-Jun,19:02,evening,PM,35.11378,-119.62241,above,open,wash,washbank,,,sunning,eva
ac,979,23-Jun,15:56,afternoon,PM,35.11342,-119.62239,above,open,bare,trail,,,sunning,eva
z,919,3-Jul,10:22,morn,AM,35.11594,-119.62234,above,open,annuals,annuals,,,sunning,eva
u,820,22-Jun,9:46,morn,AM,35.11367,-119.62231,above,open,burrow,burrow,wash,,hunting,eva
u,820,26-Jun,9:52,morn,AM,35.11368,-119.62228,above,open,wash,wash,,,sunning,eva
